auction_id,bidder_id,time,feature_1,feature_2,prob,click
100,A,2022-01-01 02:10:56,1.0695952941235074,2.058711236836162,0.17490782394081808,0.0
100,B,2022-01-01 02:10:56,1.9881476357067493,2.058711236836162,0.3162452598878585,0.0
100,C,2022-01-01 02:10:56,1.5912610048955607,2.058711236836162,0.16714067153281528,0.0
101,A,2022-01-01 02:12:14,0.9263819204549868,2.0905310971334647,0.18960186468556034,0.0
101,B,2022-01-01 02:12:14,1.990614143467196,2.0905310971334647,0.34466614849631466,0.0
101,C,2022-01-01 02:12:14,1.569236830370331,2.0905310971334647,0.18528367918218017,0.0
102,A,2022-01-01 02:13:33,1.0711486895043338,2.083768216226727,0.18989425911355454,0.0
102,B,2022-01-01 02:13:33,2.0074674504639467,2.083768216226727,0.3404715795522505,0.0
102,C,2022-01-01 02:13:33,1.4964948516541736,2.083768216226727,0.1801579623645362,0.0
103,A,2022-01-01 02:14:51,1.1082209744078277,2.07611829864781,0.1863531934665543,0.0
103,B,2022-01-01 02:14:51,1.9989796765855898,2.07611829864781,0.33269146813202277,0.0
103,C,2022-01-01 02:14:51,1.5518292947739585,2.07611829864781,0.17648529089872259,0.0
104,A,2022-01-01 02:16:10,1.1791601504259892,2.0764566804779774,0.18872115811798343,0.0
104,B,2022-01-01 02:16:10,1.9548185293727323,2.0764566804779774,0.32810596686088006,0.0
104,C,2022-01-01 02:16:10,1.5017370703945343,2.0764566804779774,0.17595460684573405,0.0
105,A,2022-01-01 02:17:29,0.9140492486122406,2.0663657768087718,0.1748369694483419,0.0
105,B,2022-01-01 02:17:29,1.9618065205384414,2.0663657768087718,0.3200300665137615,0.0
105,C,2022-01-01 02:17:29,1.5546937876539406,2.0663657768087718,0.17092758532234803,0.0
106,A,2022-01-01 02:18:47,1.0987820631515428,2.085821787617781,0.19201710426192053,0.0
106,B,2022-01-01 02:18:47,2.151830107469876,2.085821787617781,0.3587490415307133,1.0
106,C,2022-01-01 02:18:47,1.4072439578622782,2.085821787617781,0.18005299974696068,0.0
107,A,2022-01-01 02:20:06,1.2233415340100349,2.0843063446294057,0.1949586253719079,0.0
107,B,2022-01-01 02:20:06,2.178090278756375,2.0843063446294057,0.3603767124367831,0.0
107,C,2022-01-01 02:20:06,1.5852476700819742,2.0843063446294057,0.18179252836177376,0.0
108,A,2022-01-01 02:21:24,0.7947217184380292,2.0834263294855604,0.1813318048872095,0.0
108,B,2022-01-01 02:21:24,2.1135300031627744,2.0834263294855604,0.35216649162443575,0.0
108,C,2022-01-01 02:21:24,1.5579826744733405,2.0834263294855604,0.18086523618549388,0.0
109,B,2022-01-01 02:22:43,2.122646116656643,2.1171239487908435,0.38457336955594473,1.0
110,A,2022-01-01 02:24:01,1.0562154786815232,2.091037159806933,0.19394016938237413,0.0
110,B,2022-01-01 02:24:01,1.8841867344516745,2.091037159806933,0.333197610935168,1.0
110,C,2022-01-01 02:24:01,1.4653580496854592,2.091037159806933,0.18402448097192634,0.0
111,A,2022-01-01 02:25:20,1.1464435949529674,2.1040937947073393,0.2051623762304708,0.0
111,B,2022-01-01 02:25:20,1.9695209499338369,2.1040937947073393,0.3546035564226939,0.0
111,C,2022-01-01 02:25:20,1.4032245055624821,2.1040937947073393,0.1910344784085802,0.0
112,A,2022-01-01 02:26:38,0.9193006242557642,2.0877663696086217,0.1876924361063837,0.0
112,B,2022-01-01 02:26:38,1.9813051644446413,2.0877663696086217,0.3411256555774065,0.0
112,C,2022-01-01 02:26:38,1.5294686704158424,2.0877663696086217,0.18302471359345351,0.0
113,A,2022-01-01 02:27:57,0.9461301786502248,2.098571642255981,0.19521283987331461,0.0
113,B,2022-01-01 02:27:57,2.0428036769946285,2.098571642255981,0.3579411008792705,0.0
113,C,2022-01-01 02:27:57,1.5292242702219474,2.098571642255981,0.18957239939344275,0.0
114,A,2022-01-01 02:29:16,0.9770291551647159,2.082076680814426,0.18598883369579694,0.0
114,B,2022-01-01 02:29:16,1.971532542212847,2.082076680814426,0.33493974276401417,1.0
114,C,2022-01-01 02:29:16,1.552268611703267,2.082076680814426,0.17998244716032552,0.0
115,A,2022-01-01 02:30:34,1.0929971628859916,2.0884500591635207,0.1934728558768435,0.0
115,B,2022-01-01 02:30:34,1.94448262030487,2.0884500591635207,0.337611044352527,0.0
115,C,2022-01-01 02:30:34,1.3889622816210128,2.0884500591635207,0.18133875295106056,0.0
116,A,2022-01-01 02:31:53,1.0867968788565576,2.086679836653037,0.19217775684218633,0.0
116,B,2022-01-01 02:31:53,1.8484353314989976,2.086679836653037,0.32540038200077537,0.0
116,C,2022-01-01 02:31:53,1.5213824785883001,2.086679836653037,0.182255199886721,0.0
117,A,2022-01-01 02:33:11,0.8778027819348535,2.083640986917069,0.18394041553202173,0.0
117,B,2022-01-01 02:33:11,1.9647829213603158,2.083640986917069,0.3355821203929524,0.0
117,C,2022-01-01 02:33:11,1.515727338164727,2.083640986917069,0.1803669551345286,0.0
118,A,2022-01-01 02:34:30,0.8828680641654482,2.1069067315176078,0.19848351971020314,0.0
118,B,2022-01-01 02:34:30,1.8833900016486935,2.1069067315176078,0.3473568026912785,0.0
118,C,2022-01-01 02:34:30,1.5445649228186784,2.1069067315176078,0.1949884056492916,0.0
119,A,2022-01-01 02:35:48,0.9398630243912065,2.1185363267126816,0.20785856412637344,0.0
119,B,2022-01-01 02:35:48,1.915334148739674,2.1185363267126816,0.3616551274445489,0.0
119,C,2022-01-01 02:35:48,1.5245661566187394,2.1185363267126816,0.20207139064519905,0.0
120,A,2022-01-01 02:37:07,1.0236574923249424,2.0940129374795777,0.19478440159410185,0.0
120,B,2022-01-01 02:37:07,2.2348874569143895,2.0940129374795777,0.37601330406151284,0.0
120,C,2022-01-01 02:37:07,1.5928729591401798,2.0940129374795777,0.18775547934416426,0.0
121,A,2022-01-01 02:38:26,1.0946673803476434,2.083119859836252,0.19021911031800223,0.0
121,B,2022-01-01 02:38:26,2.010573341534928,2.083119859836252,0.3402379778473194,0.0
121,C,2022-01-01 02:38:26,1.5154565981707548,2.083119859836252,0.18005500062404967,0.0
122,A,2022-01-01 02:39:44,1.0351537583718127,2.096243516005553,0.19655046101331095,0.0
122,B,2022-01-01 02:39:44,1.9572757785856056,2.096243516005553,0.3460634821280248,0.0
122,C,2022-01-01 02:39:44,1.6675104040106443,2.096243516005553,0.19026720325252203,0.0
123,A,2022-01-01 02:41:03,1.0336082991169266,2.09473409796443,0.19555012027572816,0.0
123,B,2022-01-01 02:41:03,2.0159765306747364,2.09473409796443,0.35135799022993536,0.0
123,C,2022-01-01 02:41:03,1.5199728778947241,2.09473409796443,0.18708457015704313,0.0
124,A,2022-01-01 02:42:21,1.0853731478740185,2.1117531666808116,0.20818301652023713,1.0
124,B,2022-01-01 02:42:21,2.013790081832493,2.1117531666808116,0.36677150133871017,0.0
124,C,2022-01-01 02:42:21,1.533896129319908,2.1117531666808116,0.19787995490737995,0.0
125,A,2022-01-01 02:43:40,1.0412788696920625,2.0900605253697986,0.19286474371660567,0.0
125,B,2022-01-01 02:43:40,2.0108866254327182,2.0900605253697986,0.34653286333245564,0.0
125,C,2022-01-01 02:43:40,1.6595175914306433,2.0900605253697986,0.18636478873475387,1.0
126,A,2022-01-01 02:44:58,1.2614733434800496,2.097355214200727,0.20451926159738684,0.0
126,B,2022-01-01 02:44:58,1.9405089077564672,2.097355214200727,0.34517314661788384,1.0
126,C,2022-01-01 02:44:58,1.5391451593794234,2.097355214200727,0.18897799192660283,0.0
127,A,2022-01-01 02:46:17,0.9474496585636076,2.1046584106206208,0.19910836511473284,0.0
127,B,2022-01-01 02:46:17,2.0977070225353454,2.1046584106206208,0.36993099747967134,0.0
127,C,2022-01-01 02:46:17,1.563957213857479,2.1046584106206208,0.19388352714100357,0.0
128,A,2022-01-01 02:47:35,1.124356787039869,2.1037059830973046,0.2041907833554388,0.0
128,B,2022-01-01 02:47:35,2.0276607833821,2.1037059830973046,0.36092637517266124,0.0
128,C,2022-01-01 02:47:35,1.513982692223728,2.1037059830973046,0.19251074185468622,0.0
129,A,2022-01-01 02:48:54,0.993402185940629,2.098635662449934,0.1967429195637448,0.0
129,B,2022-01-01 02:48:54,2.0102787758344633,2.098635662449934,0.35427095238428735,1.0
129,C,2022-01-01 02:48:54,1.390336643036991,2.098635662449934,0.18748680478286814,0.0
130,A,2022-01-01 02:50:13,1.0358372244798744,2.1225244959014957,0.21370515278531665,0.0
130,B,2022-01-01 02:50:13,2.123504777280012,2.1225244959014957,0.38980079859100086,0.0
130,C,2022-01-01 02:50:13,1.3427860301664474,2.1225244959014957,0.20171281860508553,1.0
131,A,2022-01-01 02:51:31,1.0037841600638444,2.1113379278631506,0.2052348944465585,0.0
131,B,2022-01-01 02:51:31,1.847969573296514,2.1113379278631506,0.3473601059918358,0.0
131,C,2022-01-01 02:51:31,1.3783846434843448,2.1113379278631506,0.1951621897192756,0.0
132,A,2022-01-01 02:52:50,1.025123692644175,2.127324167702048,0.2165851523012912,0.0
132,B,2022-01-01 02:52:50,2.0610354313641417,2.127324167702048,0.3869417921006223,0.0
132,C,2022-01-01 02:52:50,1.564576049995116,2.127324167702048,0.2084579398440142,0.0
133,A,2022-01-01 02:54:08,1.0284791384357965,2.110728033675519,0.2056428838668827,0.0
133,B,2022-01-01 02:54:08,2.0415724526502954,2.110728033675519,0.36904833392386616,0.0
133,C,2022-01-01 02:54:08,1.6226106069084023,2.110728033675519,0.1986383028844014,0.0
134,A,2022-01-01 02:55:27,1.1228259653214328,2.1056471314309055,0.2054054292085821,0.0
134,B,2022-01-01 02:55:27,2.2203388930152865,2.1056471314309055,0.38526922602968855,0.0
134,C,2022-01-01 02:55:27,1.4627361398828929,2.1056471314309055,0.19292145433092261,0.0
135,A,2022-01-01 02:56:45,1.1396646482403119,2.1081667231351218,0.2076087164048688,0.0
135,B,2022-01-01 02:56:45,2.252494189073754,2.1081667231351218,0.3914822245597711,0.0
135,C,2022-01-01 02:56:45,1.5009740013547264,2.1081667231351218,0.19509530327642444,0.0
136,A,2022-01-01 02:58:04,0.9895038560976706,2.1038607893908976,0.19994213266447305,0.0
136,B,2022-01-01 02:58:04,1.821262056196293,2.1038607893908976,0.3376183434127615,0.0
136,C,2022-01-01 02:58:04,1.502366656174499,2.1038607893908976,0.19242644299555692,0.0
137,A,2022-01-01 02:59:23,0.6774395643578259,2.1335352210965137,0.20909797055598703,0.0
137,B,2022-01-01 02:59:23,2.034032069075912,2.1335352210965137,0.3896358690735263,0.0
137,C,2022-01-01 02:59:23,1.5111439419150094,2.1335352210965137,0.21169396365096943,0.0
138,A,2022-01-01 03:00:41,1.1207929976859843,2.1269488867212223,0.21959195324517855,0.0
138,B,2022-01-01 03:00:41,2.175995619543751,2.1269488867212223,0.40030206951810104,0.0
138,C,2022-01-01 03:00:41,1.4310936740554165,2.1269488867212223,0.2060183535899708,0.0
